S.No,e-Published Date,Closing Date,Opening Date,Title and Ref.No./Tender ID,Organisation Chain
315,12/22/2022 18:30,4/26/2023 15:00,4/27/2023 15:30,"[Design and Const. of Thane Depot including Civil Works, Building Works, Inspection Sheds, Maintenance Depot, and Installation, Testing and Commissioning of Maintenance Facilities, and other Associated works in the State of Maharashtra for MAHSR] [MAHSR-D-1][2022_NHSRC_139220_1]",National High Speed Rail Corporation Limited||NHSRCL - JICA Tenders
316,12/21/2022 16:00,2/20/2023 15:00,2/21/2023 15:30,"[DESIGN, MANUFACTURE, SUPPLY, INSTALLATION, TESTING and COMMISSIONING OF OPEN LOOP EMV NCMC CARD and QR CODE BASED AUTOMATIC FARE COLLECTION (AFC) SYSTEM ON PPP BASIS FOR AGRA METRO PROJECT.] [AGAFC-01][2022_UPMRC_138981_1]",Uttar Pradesh Metro Rail Corporation Limited||Contract Cell - UPMRCL
317,12/21/2022 13:00,2/28/2023 11:00,3/1/2023 11:30,[Long term Rectification of MoRT and H Identified Black Spots (17 nos.) and allied works on existing 4-laning of Hyderabad-Vijayawada Section of NH-65 from Km 40.000 to Km 221.500 in the State of Telangana on EPC mode.] [NHAI/ Tech/TS/ Hyd-Vij/ NH-65/ VUPs][2022_NHAI_138928_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI
318,12/16/2022 10:00,2/23/2023 11:00,2/24/2023 11:00,"[Work of Design, Procurement, Installation, Operation and Maintenance of Bridge Health Monitoring system on Narmada Bridge at Ch. 248.428 km of Vadodara-Mumbai expressway in the State of Gujarat.] [NHAI/PIU-Surat (Expressway)/VME/P-4/2022][2022_NHAI_138408_1]",National Highways Authority of India||RO-Gandhinagar - NHAI
319,12/15/2022 18:55,2/9/2023 11:00,2/10/2023 11:30,[Development Operation and Maintenance of the MMLP Bengaluru in Bangalore Rural District in Karnataka through PPP on Design Build Finance Operate and Transfer (DBFOT) basis 2nd Call] [NHLML/MMLP/BNG/2022][2022_NHAI_138423_1],National Highways Authority of India||Head Office - NHAI
320,12/15/2022 18:00,2/20/2023 14:00,2/21/2023 14:30,"[Supply, Installation and Commissioning of Paediatric and neonatal patients simulator] [HITES/PCD/MCH-AIIMS/16/22-23][2022_HLL_138360_2]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
321,12/15/2022 18:00,2/20/2023 14:00,2/21/2023 14:30,"[Supply, Installation and Commissioning of Paediatric and neonatal patients simulator] [HITES/PCD/MCH-AIIMS/16/22-23][2022_HLL_138360_2]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
322,12/15/2022 18:00,2/20/2023 14:00,2/21/2023 14:30,"[Supply, Installation and Commissioning of Bronchoscope Cleaner] [HITES/PCD/MCH-AIIMS/16/22-23][2022_HLL_138360_1]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
323,12/15/2022 16:00,2/16/2023 11:00,2/17/2023 11:30,"[Widening and improvement of existing 2-lane to 4-lane from Maranahalli (Design Km.236.000 Existing Km.237.000) to Addahole (Design Km.261.810, Existing Km. 263.0.500) (Shiradi Ghat) of Bangalore-Mangalore Section of NH-75 in Karnataka on EPC Mode ] [NHAI/KNT/Shiradi Ghat/2022/132854 ][2022_NHAI_138367_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
324,12/14/2022 18:30,2/13/2023 14:00,2/14/2023 14:30,"[Supply, Installation and Commissioning of Solid State High Resolution Manometry HRM System] [HITES/PCD/MCH-AIIMS/15/22-23][2022_HLL_138222_1]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
325,12/14/2022 18:30,2/13/2023 14:00,2/14/2023 14:30,"[Supply, Installation and Commissioning of Electronic Blood Cell Counter with six-part differential] [HITES/PCD/MCH-AIIMS/15/22-23][2022_HLL_138222_4]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
326,12/14/2022 18:30,2/13/2023 14:00,2/14/2023 14:30,"[Supply, Installation and Commissioning of High Fidelity Neonatal Mannequin] [HITES/PCD/MCH-AIIMS/15/22-23][2022_HLL_138222_2]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
327,12/14/2022 18:30,2/11/2023 14:00,2/12/2023 14:30,[Supply Installation and Commissioning of PCR Machine] [HITES/PCD/MCH-AIIMS/14/22-23][2022_HLL_138217_2],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
328,12/14/2022 18:30,2/8/2023 14:00,2/9/2023 15:00,"[Allotment of Land on long term lease annual lease rental basis of 30 years, on as is where is basis in Zone - Z 8, Plot 38,850 Sq. mtrs. in Salagramapuram for non-port related activities] [IENG/Est/ Z8- Plot in SGP/T/2022 Dt. 14-12-22 ][2022_VPT_138282_1]",Visakhapatnam Port Trust||Civil Engineering - VPT||SE CP Division - VPT
329,12/14/2022 18:30,2/13/2023 14:00,2/14/2023 14:30,"[Supply, Installation and Commissioning of Non-invasive Cardiac output monitor] [HITES/PCD/MCH-AIIMS/15/22-23][2022_HLL_138222_3]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
330,12/12/2022 16:30,2/21/2023 11:00,2/22/2023 11:30,[Construction of 4-lane greenfield highway from Edamon (Design km 20.730/Existing km 38.000 of NH-744) to Kadampattukonam near Paripally (Design km 59.347/Existing km 517.567 of NH-66) in Kerala in HAM mode under Bharatmala Pariyojana] [NHAI/12017/KL/ Edamon-Kadam/2022-Proc][2022_NHAI_137950_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI
331,12/10/2022 18:30,2/10/2023 15:00,2/13/2023 15:00,"[Design, Supply Installation, Testing, Commissioning, Configuration, System Integration, Operations and Maintenance of Advanced Traffic Management System on Chittorgarh to Kota section of NH 27] [TCIL/78/IT1/22-23/Kota _Chittorgarh][2022_TCIL_134563_2]",Telecommunications Consultants India Limited||Corporate Office - TCIL Bhawan||CS Division - TCIL
332,12/6/2022 9:00,2/15/2023 11:00,2/16/2023 11:30,[CS for AE for Supervision of Construction of Initial Improvement works and supervision of ATMS or TMS installation under TOT of Shivpuri Jhansi (from km 1305.087 to km 1380.387) in the state of Madhya Pradesh (InvIT Bundle 2)] [NHIPMPL/2022-23/ Shivpuri-Jhansi/AE/01][2022_NHAI_137301_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI
333,12/6/2022 9:00,2/15/2023 11:00,2/16/2023 11:30,[CS for AE for Supervision of Construction of Initial Improvement works and supervision of ATMS or TMS installation under TOT of Agra Bypass (from km 0.000 to km 32.800) in the state of Uttar Pradesh (InvIT Bundle 2) ] [NHIPMPL/2022-23/ AgraBypass/AE/01][2022_NHAI_137298_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI
334,12/6/2022 9:00,2/15/2023 11:00,2/16/2023 11:30,[CS for AE for Supervision of Construction of Initial Improvement works and supervision of ATMS or TMS installation under TOT of Borkhedi Wadner Deodhari Kelapur (from km 36.600 to km 175.000) in the state of Maharashtra (InvIT Bundle 2)] [NHIPMPL/2022-23/Borkhedi WadnerDeodhari Kelapur][2022_NHAI_137299_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI
335,12/2/2022 18:00,2/20/2023 15:00,2/21/2023 15:00,[Supply or Develop Install and Implementation of Hospital Management Information System HMIS] [HMIS TENDER - HLL/CHO/HCS/IT/2022/95][2022_HLL_137145_1],HLL Lifecare Limited||Corporate Head Office (Thiruvananthapuram) - HLL||HCS - Sourcing - HLL
336,12/2/2022 17:00,2/21/2023 11:00,2/22/2023 11:30,[Construction of 1 Nos ROB 2 Nos VUPs Service roads provision of lighting and construction of other miscellaneous works at various stretches on section of NH-4 from AP/Tamil Nadu Border (Km. 134.890) to Nalagampalli village (Km.172.000) under EPC mode] [NHAI/AP/2016/ EPC/Km 133.36-171.59][2022_NHAI_137134_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI
337,11/29/2022 18:30,3/2/2023 11:00,3/3/2023 11:30,[Construction of 4laning of Marakkanam(Design Km62.000) to Puducherry(Design Km108.042) of Mamallapuram Puducherry section of NH332A in Tamil Nadu on HAM.] [NHAI/TN/ HAM/NH-332A/P-3/ Marak-Mort/Procurement][2022_NHAI_136832_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI
338,11/26/2022 18:00,2/9/2023 11:00,2/10/2023 11:30,[Const of 4lane AC New Greenfield Highway Sec (Mancherial Warangal) from Puttapaka at Ch.35.300 Km to Pangidipalle at Ch.72.350 Km (Total length 37.050 km) under Other EC NH(O) programme as part of Nagpur Vijayawada Corridor on HAM in Telangana PKG2] [NHAI/HQ/GM-Tel/ Mach-War/Pkg-II/GFA/4L-HAM][2022_NHAI_136629_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI
339,11/26/2022 18:00,2/9/2023 11:00,2/10/2023 11:30,[Const of 4 lane AC New GF Highway Sec (Mancherial Warangal) from Pangidipalle at Ch.72.350 Km to Oorugonda at Ch.112.240 Km (Total length 39.890 km) under Other EC NH(O) programme as part of Nagpur Vijayawada Corridor on HAM in Telangana PKG3] [NHAI/HQ/GM-Tel/ Mach-War/Pkg-III/GFA/4L-HAM][2022_NHAI_136634_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI
340,11/25/2022 18:00,2/25/2023 16:00,2/27/2023 16:00,"[Design Supply Installation Commissioning Operation and Maintenance of Port Access Control System at Visakhapatnam Port Authority, Visakhapatnam ] [No_50_2022_23_IM_EE_ MOF_FOF_ET_F80 ][2022_VPT_136553_1]",Visakhapatnam Port Trust||Mech. and Elec. Engineering - VPT||Electrical and Electronics - VPT
341,11/14/2022 16:00,2/9/2023 14:00,2/10/2023 14:30,"[Supply, Installation of Cavitron Ultrasonic surgical aspirator (CUSA) Machine for MCH Block, AIIMS, New Delhi] [HITES/PCD/MCH-AIIMS/13/22-23][2022_HLL_134890_5]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
342,11/14/2022 16:00,2/9/2023 14:00,2/10/2023 14:30,"[Supply, Installation of Full HD Operating Laparoscopy System with accessories for MCH Block, AIIMS, New Delhi] [HITES/PCD/MCH-AIIMS/13/22-23][2022_HLL_134890_4]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
343,11/14/2022 16:00,2/20/2023 14:00,2/21/2023 14:30,"[Supply, Installation of CTG Machine with Central for MCH Block, AIIMS, New Delhi] [HITES/PCD/MCH-AIIMS/13/22-23][2022_HLL_134890_3]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
344,11/14/2022 16:00,2/20/2023 14:00,2/21/2023 14:30,"[Supply, Installation of Phase Contrast Microscope with camera and monitor (IVF Grade) for MCH Block, AIIMS, New Delhi] [HITES/PCD/MCH-AIIMS/13/22-23][2022_HLL_134890_1]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
345,11/14/2022 16:00,2/20/2023 14:00,2/21/2023 14:30,"[Supply, Installation of Cell Saver for MCH Block, AIIMS, New Delhi] [HITES/PCD/MCH-AIIMS/13/22-23][2022_HLL_134890_2]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
346,11/11/2022 18:50,2/9/2023 15:00,2/9/2023 16:00,"[Selection of Backend Partner (Cluster wise) for Supply, Installation, Commissioning and Operations and Maintenance of State Wide Surveillance and ITMS project across the State of Gujarat under VISWAS Project Phase-II] [TCIL/78/IT1/22-23/GILCluster][2022_TCIL_135226_1]",Telecommunications Consultants India Limited||Corporate Office - TCIL Bhawan||MM Division - TCIL
347,11/11/2022 18:50,2/9/2023 15:00,2/9/2023 16:00,"[EOI Document for Selection of Backend Partner for Supply, Installation, Commissioning and Operations and Maintenance of State Wide Surveillance and ITMS project for Vadodara and Surat City under VISWAS Project Phase-II] [TCIL/78/IT1/22-23/GIL_CCTV][2022_TCIL_135230_1]",Telecommunications Consultants India Limited||Corporate Office - TCIL Bhawan||MM Division - TCIL
348,11/9/2022 14:50,2/9/2023 14:00,2/10/2023 14:30,"[Supply, Installation of DEXA for MCH Block, AIIMS, New Delhi] [HITES/PCD/MCH-AIIMS/11/22-23][2022_HLL_134888_2]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
349,11/9/2022 14:40,2/9/2023 14:00,2/10/2023 14:30,"[Supply, Installation of Digital Subtraction Angiography for MCH Block, AIIMS, New Delhi] [HITES/PCD/MCH-AIIMS/11/22-23][2022_HLL_134888_1]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
350,11/4/2022 16:45,2/27/2023 15:00,2/28/2023 15:00,"[Construction of Hostel, Quarters, Retaining Wall, Boundary Wall and Associates Work for Phase 1 Works of Medical College at Tura Meghalaya Balance Work] [TCIL/CIVIL/PD(NE-1)/2022/03][2022_TCIL_134508_1]",Telecommunications Consultants India Limited||Corporate Office - TCIL Bhawan||Civil BD - TCIL
351,11/4/2022 13:30,2/16/2023 14:00,2/17/2023 14:30,"[Supply, Installation of Protein Electrophoresis And Blotting Apparatus (Semi Dry Transfer)/ Full Western Blotting System (With Vertical Electrophoretic Unit, SDS PAGE Trans Blotting Apparatus) for MCH Block, AIIMS, New Delhi] [HITES/PCD/MCH-AIIMS/08/22-23][2022_HLL_134184_4]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
352,11/4/2022 13:30,2/16/2023 14:00,2/17/2023 14:30,"[Supply, Installation of Insulin Pump With Integrated Continuous Glucose Monitoring System for MCH Block, AIIMS, New Delhi] [HITES/PCD/MCH-AIIMS/08/22-23][2022_HLL_134184_1]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
353,11/4/2022 13:30,2/16/2023 14:00,2/17/2023 14:30,"[Supply, Installation of Plasmapheresis Machine (Portable) for MCH Block, AIIMS, New Delhi] [HITES/PCD/MCH-AIIMS/08/22-23][2022_HLL_134184_8]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
354,11/4/2022 13:30,2/16/2023 14:00,2/17/2023 14:30,"[Supply, Installation of Continuous Renal Replacement Therapy (CRRT) Machine for MCH Block, AIIMS, New Delhi] [HITES/PCD/MCH-AIIMS/08/22-23][2022_HLL_134184_7]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
355,11/4/2022 13:30,2/16/2023 14:00,2/17/2023 14:30,"[Supply, Installation of Elisa/Microplate Reader for MCH Block, AIIMS, New Delhi] [HITES/PCD/MCH-AIIMS/08/22-23][2022_HLL_134184_6]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
356,11/4/2022 13:30,2/16/2023 14:00,2/17/2023 14:30,"[Supply, Installation of Complete Gel Apparatus System Horizontal for MCH Block, AIIMS, New Delhi] [HITES/PCD/MCH-AIIMS/08/22-23][2022_HLL_134184_5]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
357,11/4/2022 13:30,2/16/2023 14:00,2/17/2023 14:30,"[Supply, Installation of Automatic Nucleic Acid Extraction And Purification System for MCH Block, AIIMS, New Delhi] [HITES/PCD/MCH-AIIMS/08/22-23][2022_HLL_134184_3]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
358,11/4/2022 13:30,2/16/2023 14:00,2/17/2023 14:30,"[Supply, Installation of Video Bronchoscope for MCH Block, AIIMS, New Delhi] [HITES/PCD/MCH-AIIMS/08/22-23][2022_HLL_134184_2]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
359,10/13/2022 18:30,2/20/2023 11:00,2/21/2023 11:30,[CS for IE for 4 or 6 laning of Edathanattukara to Iringaullur section of NH966 from Km. 61.440 to Km.121.006 (Design Length 59.566 Km) (Civil Package 3 4 5) in the State of Kerala in HAM mode under Bharatmala Pariyojana.] [NHAI/13015/KL/IE/ Edathanattukara IringallurPkg 3t][2022_NHAI_132030_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI
360,10/12/2022 11:00,2/17/2023 15:00,2/17/2023 17:00,"[DM/TW/COR-OF/186, Package-M12 Design, Supply, Installation, Testing and Commissioning of Integrated Track Monitoring System (ITMS) for Delhi-Ghaziabad-Meerut Regional Rapid Transit System (RRTS) Corridor.] [DM/TW/COR-OF/186][2022_ADBNC_131224_1]",National Capital Region Transport Corporation - ADB Tenders
361,10/3/2022 18:15,2/16/2023 11:30,2/17/2023 12:00,"[Supply,Installation and Commissioning, of OTN equipment under OTN Phase-4 project on turnkey basis in BSNL Pan India with three years of O and M services and comprehensive AMC of 8 years after successful completion of one year warranty] [MM/CNP/OTN Phase-4/T-743/2022 issued on 26.09.2022][2022_BSNL_130884_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||BSNL Corporate Office- New Delhi||MM Cell BSNL Corporate Office - NDA
362,10/1/2022 9:00,2/13/2023 11:00,2/14/2023 11:30,[Development of 6 Lane Access Controlled Greenfield Highway from Yerragudipadu (Ch.129.000) to Audireddipalle (Ch.160.000) of Bengaluru Vijayawada EC on HAM Mode under BMP Ph-I in Andhra Pradesh (Package-6)] [NHAI/BM/EC/Bengaluru Vijayawada/Greenfield/PKG-6][2022_NHAI_130778_1],National Highways Authority of India||Head Office - NHAI
363,10/1/2022 9:00,2/16/2023 11:00,2/17/2023 11:30,[Development of 6 Lane Access Controlled Greenfield Highway from Nallacheruvu palli(Ch.96.300)to Yerragudipadu(Ch 129.000)of Bengaluru Vijayawada Economic Corridor on HAM Mode under Bharatmala Pariyojana PhaseI in Andhra Pradesh (Package 5)] [NHAI/BM/EC/Bengaluru Vijayawada/ Greenfield/PKG 5][2022_NHAI_130775_1],National Highways Authority of India||Head Office - NHAI
364,9/26/2022 18:00,2/14/2023 11:00,2/15/2023 11:30,[CS for IE for 4laning from Godibandha to Ballahar Chhak Ballhar Chhak to Banarapal and Banarapal to Start of Anugul by-pass at Km314.130 to Km321.035 of NH53 at Km75.200 to Km84.000 of NH149 and at Km84.000 to Km86.100 of NH55 on HAM in Odisha.] [NHAI/OD /BBG/IE /2022 / efile-168561][2022_NHAI_130166_1],National Highways Authority of India||Head Office - NHAI
365,9/20/2022 9:00,2/16/2023 11:00,2/17/2023 11:30,[Construction of 4laning with PS from Mysore-Kushalnagara NH-275 Km 169.000 Ramanathapura Terakanambi Road KR Nagar Junction in Hunsur to Km 195.550 at Yalachahalli Near SH-117 Yelawala-KR Nagara Road Junction on HAM BMP in Karnataka (PKG-IV)] [NHAI/KNT/NIT/Mysore Kushalnagara/Pkg-4/MW/2022][2022_NHAI_129474_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI
366,9/20/2022 9:00,2/16/2023 11:00,2/17/2023 11:30,[Construction of 4-laning with PS from Mysore to Kushalnagara NH-275 Km 195.550 at Yalachahalli Near SH-117 Yelawala KR Nagara Road Junction to Km 214.535 joining to Srirangapatna Bypass Near Paschima Vahini on HAM under BMP in Karnataka (PKG-V)] [NHAI/KNT/NIT/Mysore Kushalnagara/Pkg-5/MW/2022][2022_NHAI_129475_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI
367,7/29/2022 18:55,2/14/2023 11:00,2/15/2023 11:30,[4 laning from Godibandha to Ballahar Chhak Ballhar Chhak to Banarapal and Banarapal to Start of Anugul by pass at Km.314.130 to Km.321.035 of NH 53 at Km.75.200 to Km.84.000 of NH 149 and at Km.84.000 to Km.86.100 of NH 55 on HAM in Odisha.] [NHAI/OD/BBG/ 2020/efile 48614][2022_NHAI_124142_1],National Highways Authority of India||Head Office - NHAI
368,7/15/2022 18:55,2/27/2023 11:00,2/28/2023 11:30,[CONSTRUCTION OF PROPOSED HALF CLOVER LEAF INTERCHANGES CUM ROB AT YERRAMANCHI AND GUDIPALLI VILLAGES ACROSS NH44 AT KM 416.005 IN THE STATE OF ANDHRA PRADESH] [NHAI/Tech/AP/ NH-44/VUP/2021][2022_NHAI_122586_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI
369,5/24/2022 17:00,2/9/2023 11:00,2/10/2023 11:30,"[CS for AE for Supervision of Construction of Initial Improvement works supervision of ATMS/TMS installation under Tolling, Operation, and Maintenance Transfer of Kothakota Bypass Kurnool section (from km 135.469 to km 211.000) of NH-44 in Telangana] [NHIPMPL/2022-23/KK/AE/43][2022_NHAI_116899_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
